query,symptoms
"Here are a few different ways a patient might describe the symptom to their doctor:

1. ""I've been noticing these weird red blotches on my legs and hands. They're kinda lumpy and uncomfortable.""
2. ""My skin has been looking really strange lately. I've got these purplish bumps popping up all over my body, and I'm not sure what's causing them.""
3. ""I've had this weird discoloration on my fingers and toes. They look kinda blue-ish, and it's been worrying me.""
4. ""I've got these annoying red bumps on my skin, mostly on my legs and arms. They're itchy and sore, and I'm not sure how to get rid of them.""
5","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are a few different ways a patient might describe the symptom of chest pain from a swollen pericardium rubbing on the heart:

1. ""Doc, I've been having this really sharp, stabbing pain in my chest that feels like someone's squeezing my heart. It's been going on for a few days, and it gets worse when I take a deep breath. Sometimes it feels like it's radiating to my neck and shoulder, too.""
2. ""I've been experiencing this tight, heavy feeling in my chest that's really uncomfortable. It's like there's a band around my heart that's getting tighter and tighter. When I sit up or stand up, it seems to ease up a bit, but when I lie down,","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe the symptom:

1. ""Doc, I've been having this awful squeezing sensation in my chest. It feels like someone's got a tight grip on my heart and won't let go. Sometimes it shoots up to my neck and shoulder, and I even get a little tenderness in my belly.""
2. ""I've got this stabbing pain in my chest that comes and goes. It's like a knife twisting in my heart. When I take a deep breath, it gets worse, but if I lean forward or stand up, it eases up a bit.""
3. ""I've been experiencing this pressure in my chest, like there's a weight on my heart. It's hard to","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are some diverse ways a patient might describe their symptom to their doctor:

1. ""Doc, I've got this awful squeezing feeling in my chest, like someone's got their hand around my heart and is squeezing tight. It's really uncomfortable and sometimes it feels like it's radiating up to my neck and shoulder.""
2. ""I've been having this weird pressure in my chest, like there's an elephant sitting on me. It's hard to breathe and it's getting worse when I take deep breaths. Sometimes I feel it in my stomach too, like a knot in my gut.""
3. ""I've got this sharp stabbing pain in my chest, it feels like someone's poking me with a knife. It's really scary","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe a ""dry cough"" to their doctor:

1. **Simple and straightforward**: ""I've had a dry cough for a few days now.""
2. **Emphasizing the discomfort**: ""My throat is so scratchy and I've been coughing nonstop, but nothing comes up.""
3. **Describing the sensation**: ""It feels like there's a tickle in the back of my throat that I just can't get rid of, and it makes me cough.""
4. **Comparing to a familiar experience**: ""You know when you have a cold and you cough up all this mucus? This is the opposite. I cough and cough, but nothing comes out.""
5","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe a ""dry cough"" to their doctor:

1. ""I've had this annoying hacking cough for days, but nothing comes up when I cough.""
2. ""My throat feels scratchy and I keep coughing, but it's not like I'm bringing up any mucus or anything.""
3. ""I've got this irritating cough that's been bothering me, but it's not wet or productive at all.""
4. ""I've been coughing a lot lately, but it's a dry, tickly cough rather than a chesty one.""
5. ""My cough is really dry and uncomfortable, like my throat is just stuck in this perpetual coughing fit.""
6. ""I","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe a ""dry cough"" to their doctor:

1. ""I've had this annoying cough for a few days, but nothing comes up when I cough. It's like my throat is just really irritated.""
2. ""I've been coughing a lot lately, but it's not like I'm bringing up any mucus or phlegm. It's just a dry, hacking cough.""
3. ""My throat feels super scratchy and I keep coughing, but it's not productive at all. It's like my body is trying to clear something out, but there's nothing there.""
4. ""I've got this persistent cough that's really bothering me. It's not wet and","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe malaise to their doctor:

1. ""I just feel really off, like something's not right. I can't quite put my finger on it, but I just don't feel like myself.""
2. ""I've been feeling really sluggish and tired all the time. I don't have any energy, and even getting out of bed feels like a chore.""
3. ""I've got this general feeling of being unwell, like I'm coming down with something. But I don't have any specific symptoms, like a fever or a cough.""
4. ""I feel drained, like I've been running on empty for weeks. I'm not motivated to do anything, and even things I","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe the symptom of malaise to their doctor:

1. ""I just feel really off, like something's not right. I can't quite put my finger on it, but I just don't feel like myself.""
2. ""I've been feeling really run down lately. I'm tired all the time, but it's not just fatigue. I just feel...drained, I guess.""
3. ""I've had this weird, lingering sense of unease for weeks. It's like I'm waiting for the other shoe to drop or something.""
4. ""I feel like I'm trudging through mud all the time. Everything feels like a chore, and I just don't have the","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
"Here are a few different ways a patient might describe malaise to their doctor:

1. ""I just feel really off, you know? Like something's not right, but I can't quite put my finger on it.""
2. ""I'm just so tired all the time, but it's not just physical exhaustion. I feel mentally drained too, like I'm stuck in a fog.""
3. ""I feel like I've been running on empty for weeks. I just don't have the energy to do anything, even things I usually enjoy.""
4. ""I've been feeling really 'blah' lately. You know, just kind of meh. Nothing seems to interest me or give me any joy.""
5. ""I feel like","['- Chest pain from swollen pericardium rubbing on heart\n  - May be sharp, tight, or crushing\n  - Pain can move to neck, shoulder, abdomen\n  - Worsens with breathing, improves when leaning forward, standing, or sitting up', 'Dry cough', 'Malaise (general ill feeling)', 'Fatigue', 'Fast heart rate (tachycardia)', 'Anxiety', 'Splinting of ribs (bending over holding chest) with deep breathing', 'Fever (common in second type pericarditis)', 'Trouble']"
